postId,comment,score,topic
a31ed992055111ebb86b646e69d991ea,رحم الله الفقيد بواسع رحمته واسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان وانا لله وانا اليه راجعون اعتبره فنان ممثل بمعنى الكلمه على الصعيد الوطني والعربي,5,art-et-culture
a31ed992055111ebb86b646e69d991ea,اللهم اغفر له وارحمه وعافه واعف عنه ووسع مدخله واكرم نزله ونقه من الذنوب والخطايا كما ينقى الثوب الأبيض من الدنس.وأدخله الجنة برحمتك يا ارحم الراحمين.,2,art-et-culture
a31ed992055111ebb86b646e69d991ea,"إنا لله وإنا إليه راجعون اللهم اغفر له وارحمه واسكنه فسيح جناتك.
كان نجما لامعا في السينما الأمازيغية.",0,art-et-culture
a31ed992055111ebb86b646e69d991ea,"né en 1932 et âgé de 80 ans ??????????? bref. Allah !!!!!irahmou j'ai adoré son film ""boutafounast c'était top",1,art-et-culture
a31ed992055111ebb86b646e69d991ea,رحم الله الفقيد، و الهم ذويه و جمهوره السلوان، من قياديم الفكاهة الامازيغية، شخص لن يتكرر.,0,art-et-culture
a31ed992055111ebb86b646e69d991ea,صراحة..فنان متألق ومحبوب عند كل الأمازيغ...أنا شخصيا لا أمل حين أشاهد فيلم بوتفوناست حتى ولو شاهدته أكثر من أربعة مرات في اليوم....إنه عمل ناجح ومتميز بكل المقاييس...المواضيع التي يناقشها..الحبكة..السيناريو..الشخصيات...الزمكان...عموما )محمد أبعمران( فارس من فرسان الفن الأمازيغي وستبقى أعماله خالدة في تاريخ الثقافة الأمازيغية ...فاللهم إرحمه وتغمده برحمتك وارزق أهله الصبر .,1,art-et-culture
a563359a055111ebb88f646e69d991ea,ما لقيتو الانفتاح على الثقافة الصينية تا هاد الوقت فاش كلشي كيهرب من الصين....عجيب..,8,art-et-culture
a563359a055111ebb88f646e69d991ea,مابان ليكم امتا تنفاتحوا عليهم غير فهاذ الوقت . انا كنت دائما شاك العدو الحقيقي للمغاربة هم المغاربة انفسهم,6,art-et-culture
a69511ba055111ebaf42646e69d991ea,علمونا صنع الطائرة،نعلمكم صنع الخبز.,149,art-et-culture
a69511ba055111ebaf42646e69d991ea,"بلادنا زوينة وغالية بزاف مكاينش بحال بلادنا المغرب جلت بزاف الدول من افريقيا الى امريكا اللاتينية الى أوربا و South Pole قطب الشمالي اماكن زوينة ولكن بلادنا حاجة مختالفة لا من طيبة شعبنا و ملكنا محمد الأجواء عاداتنا وتقاليدنا كيف غناها بلادنا يا زينة البلدان. 
مشكل واخد خاص المستشفيات و تحسين الوضع المعيشي لبعض الغلبة و تحسين المدارس .
تحية ولاد بلادي وبنات بلادي وتحية لملكنا حامينا وحامي بلادنا و تحية للأسرة الملكية.",43,art-et-culture
a69511ba055111ebaf42646e69d991ea,متنساش دوز الريصاني يعلموك خبزة المدفونة ههههههه,53,art-et-culture
a69511ba055111ebaf42646e69d991ea,الاهتمام بتقافة الشعوب والخبز جزء مهم منها.,20,art-et-culture
a69511ba055111ebaf42646e69d991ea,الخبز في المغرب اساس التغذية و المغاربة لا غذاء عندهم ان لم يحضر الخبز و بعده البراد !! كون شي خباز مغربي مسكين دار ها الشي كون راه قالوا هبل و الجمعيات دوما خاشيا راسها فين كاين اللعاقا !!!! ! كان السي الطباخ اىماهر يجيب معاه شي مليون طن من القمح اما طريقة تحضيره فالمغاربة اساتذة مبرزين !!!,27,art-et-culture
a69511ba055111ebaf42646e69d991ea,لم يهدء لهم البال حتى يكتشفوا أسرارنا وتمكنوا من ذالك بسهولة,-15,art-et-culture
a69511ba055111ebaf42646e69d991ea,il viennent au Maroc rural pour voir comment vivaient les gens au moyen age,4,art-et-culture
a69511ba055111ebaf42646e69d991ea,ا لم يعلموا ان نسبة تدني مستوانا الفكري هو هذا الخبز والخميرة قولو له ان ياتي في رمضان الكريم ليرى بام عينيه اشكال الخبز والعجينة ها البطبوط ها البغرير ها المسمن رزة القاضي الشباكية الشفنج حلوة الغراف وزايدينها ب كيكا ومورا هادشي كامل الى ماكليناش الخبز والمرقة ماتسميناش تعشينا ماتديوش عليا راني داوي غا على الخبز وقيلا غادي نوض نتغدا جاني الجوع بكري اليوم تلاحو,24,art-et-culture
a69511ba055111ebaf42646e69d991ea,يمكن سمع المغاربة تيقولوا خدام على طرف الخبز وبغا يدير بحث / الطبخ المغربي عريق ويتجدد فالتوابل موجودة في كل العالم وخصوصا اسيا ولكن المغاربة سرهم في الطبخ تيعرفوا يمزجوا بين التوابل اشنو تيصلاح مع سكينجبر واشنو تيصلاح مع الكامون اشنو تيصلاح مع الحامض والحار واشنو تيمشي مع الحلو اشنو تيمشي معزيت الزيتون واشنو تيمشي مع السمن الحار البلدي الطبخ المغربي فن وصحة وجمال,17,art-et-culture
a69511ba055111ebaf42646e69d991ea,الخبز بالنسبة للمغاربة هو اساس المعيشة مثل الاسيويين مع الروز والروس والدول التابعة لها مع البطاطا والكرنب مللي عقلنا والدينا تنسمعهم تيقولوا نخدم على طرف الخبز صبح عندا شعار الخبز يعني المعيشة اليومية فين ما مشيتي توجد الخبز والملاوي والحرشة هذا كل ما في الامر,13,art-et-culture
a8c76d9e055111eb9556646e69d991ea,كم تمتعينا الناقدة الفنية القديرة عفيفة الحسينات بتحليلك الادبى والفنى الراقى للاعمال السينماءية المفربية التى تدخلنا الى هذا العالم المجهول بالنسبة لنا كمشاهدين عرب ومن خلالك عرفنا مدى تقدم ورقى السينما المغربية حتى ان هناك مايسمى بسينما المراة ان جاز التعبير حيث تقوم سيدة باخراج فيلم يتحدث عن قضايا ومشاعر واحاسيس المراة التى يصعب كثيرا على معظم المخرجين الرجال التعبير عنها بشكل مرضى للنساء ...( مجرد وجهة نظر ) ..شكرا لكى سيدتى الراقية الرقيقة على هذا النقد الراقى ...,2,art-et-culture
aa927186055111ebb26f646e69d991ea,كنوز الإسلام؟؟؟؟؟ وماهي كنوز الإسلام ، إذ كنت تنتظر الإسلام لتكون إنسان صالح فأنت لا تساوي شئ، وماذا عن اليابانيون أغلبهم مخلقين وليس لديهم إسلام، معرفتش آشمن منطق كتفكرو بيه؟,1,art-et-culture
abb0645c055111eb9e40646e69d991ea,هاته الأفلام نريدها أيضا في المغرب تتحدث عن الفساد الرشوة عدم وجود مستشفيات او بعدها حيث العديد من المواطنين يموتون في الطريق,7,art-et-culture
aecff250055111eb8cd0646e69d991ea,Cette vie est comme un compte de fée dont l'écrivain est dieu lui même tout ce qui a été écrit se réalise que l'on veuille ou non et l'héros et le centre d'attention dans cette vie c'est moi et moi seul.,1,art-et-culture
afdcc036055111ebbffd646e69d991ea,"C'est intéressant, merci infiniment",2,art-et-culture
afdcc036055111ebbffd646e69d991ea,استسمحك ...ربما لقصور في تفكيري و استعاب بعض من المجالات الثقافية ...فانني اقف غير قادر على فهم موازين القوى بين السينمائي و من يور حوله و الناقد كفرد واحد بصحبة قلم حبر على طاولة مقهى باحد الشوارع ....بين الملايين من الدراهم و جيش من المتدخلين و آلات و تقنيات و و و ياتي الناقد و يحطم كل هدا و هو الدي لم ينظر يوما من خلف كاميرا الا تلك الخاصة بهاتفه....الناقد السنمائي يجب ان يكون ابن الميدان ...خبره و تعامل به و فيه .....,2,art-et-culture
afdcc036055111ebbffd646e69d991ea,اضع فقط كلمة قصيرة ادا سمح لنا المنبر المحترم فنحن من عشاق السينما في جل صورها دات جودة عالية المتحدثة عن قضية اوماشابه هده لكن لازال بيننا وبين عالم النقد بعدكبير وكبير فاكلمة النقد ادا وضعناها في المختبر قصد التحليل فاستعطينا تفاسير كثيرة لاحد لها وكدالك ادا وجهنا هد ا السؤال على كل انسان عاشق لسينما ماهو النقد السينمائي اد ا سمحت فاسنسمع اجوبة متشابهة تقريبا الكل يعرف ان الفيلم يأخد من الوقت الشيء الكثير وقبل هد ا دراسة ومشاورة كدالك ثم يبدأ العمل ولو لم يكن عن قضية فقط التسلية فمابالك اد ا كان قضية متميزة جد ا ادن الممارس لمهنة النقد السينمائي المتميز يثريت في الحكم كثيرا كثيرا ويكثر من المشاهدة ويقارن بين هد ا وداك ربما يجد تغرة ما ثم يكتب بحدر,0,art-et-culture
afdcc036055111ebbffd646e69d991ea,لقد استفدنا كثيرا في الثمانينيات من جيل الرواد في النقد السينما ءي وكانوا ينشطون الاندية السينماءية وبرامج اداعية وتلفزية سينماءية ويكتبون في مجلات سينماءية ومن بينهم: نور الدين الصايل ونور الدين افايا وخليل الدمون وادريس القري ......نشكرهم جزيل الشكر من هذا المنبر.,3,art-et-culture
afdcc036055111ebbffd646e69d991ea,"الناقد لا يملي وصفة ولا يفرض وصاية. الناقد يؤمن بتعدد الاصوات والحوار في النظرة والمنهج والاجراء والا لما تطور النقد بمدارسه وتياراته. الناقد السينمائي يعي ان السينما تجاوزت التركيب الهيغيلي لفنون الفضاء وفنون الزمن الستة التي سبقتها وصارت تمتح من فنون جديدة وتؤثر في فنون اجد. الناقد يقلل من استعمال ضمير المتكلم و لا يستاسد ويستغبي القارئ, او يقمع طموح نشء النقدي الصاعد.",1,art-et-culture
b1ae7e28055111eb9d7d646e69d991ea,لم أفهم ماذا يراد بهذا المتحف؟أحجار و مخطوطات لا علاقة بها بالإسلام.كنوز الإسلام هي علومه و كتبه و شخصياته و أول شخصية هي رسولنا صلى الله عليه سلم,3,art-et-culture
b2cfa3ca055111ebafaf646e69d991ea,هذا هو مصير الثقف في المغرق . من ناحية إنسانية وجب على الكتاب والؤلفين والمثقفين ان يشاهدوا في جمع تبرعات وشراء شقة وأهدافها الى الكاتب النهيري . واجرهم لله دون اللجوء إلى جهات اخرة لا تكثرت .بما يقع .,15,art-et-culture
b2cfa3ca055111ebafaf646e69d991ea,كاتب استثنائي و ربما مشكلته مع الكراء لها علاقة مع تصرفاته الشبه غريبة في مدينة ترج بالحركة ...فهو يطوف و يجول على قدميه طول النهار و يسجل بعض النقط من فينة لأخرى و يجلس في المقاهي و يبصر مايفعله الناس و تصرفاتهم و يتابع الأحداث في الصحف و يقف و سط الشارع و يتأمل و كأنه في حديقة الحيوانات أو غابة ... لقد لفت انتباهي عدة مرات لأنه داءما ما يكون في أماكن حية و مزدحمة...و يتابع من تحت نضاراته و نضراته حياة الناس حتى أنه كان يفزعني بعض الشيء. يوما ما رايته جالسا في حديقة الجامعة العربية و يتابع تصرفات بعض الشباب و غوغاءهم و ضحكهم دون علمهم...و بعض شهور أصدر كتابا عن اضمحلال الأخلاق عند الشباب !!! هو فعلا يرى و يشاهد و يدون حسب فهمه لكن مايراه ماهو الا سيرك او مسرحية نتاج سياسات تعليمية اقتصادية ... و أحاسيس و شعور و رغبات و انفعالات وتفاعلات ...ممكن أن تدرس لأنها غنية بلحظات عيش في زمن مسمى اندثر... اتمنى ان يسوى مشكل كراءه لكن في هندامه و تصرفاته ...يبدو كفيلسوف قديم.. لا يمكنه التأقلم مع مدينة اقتصادية صناعية سريعة الحركة تقدف بكل من لا يسايرها...!,40,art-et-culture
b2cfa3ca055111ebafaf646e69d991ea,"التضامن الحقيقي هي أن يقوم موقعو العريضة بالاكتتاب من أجل. شراء شقة تمليك في اسم هذا الكاتب الثمانيني 
أما التضامن بالشفوي فما ايسره",69,art-et-culture
b2cfa3ca055111ebafaf646e69d991ea,لاحولة ولاقوة الابالله. لك الله يابلدي يحزنني سماع مثل هذا الكلام انسان افنا حياته في التقافة والمعرفة ينتهي به المطاف في الشارع.,18,art-et-culture
b2cfa3ca055111ebafaf646e69d991ea,الأسماء الثقافية البارزة الموقعة لو حولت تضامنها المعنوي الى تظامن مادي قد يكون أفضل نفعا للكاتب النهيري..الموقعون الواردة أسمائهم 12 ، اظف الى ذلك الذين لم ترد أسمائهم..يعني 20 الف درهم للفرد تشتري للكاتب شقة..,37,art-et-culture
b2cfa3ca055111ebafaf646e69d991ea,يمكن للمالك أن يطلب زيادة الايجار حتى تتناسب مع مقارنة مع الايجار المحلي. ليس من المعقول ان يؤدي ما يسمى مكترِيا قديما ثمن إيجار السبعينات اليوم وإلا يصبح الإيجار إستعمار. يجب تعديل السعر حتى يكون للمالكأيضا عيش كريم وليس فقط للمستأجر. لذا أدعو أصحاب النية الحسنة وأصحاب العريضة أن يضيفوا ثمن الزيادة عوض مراسلة المسؤولين,10,art-et-culture
b2cfa3ca055111ebafaf646e69d991ea,كتابة هذه العريضة و الدعوة الى الاهتمام بمشكلة هذا الكاتب فكرة جيدة يستحقون عليها الشكر. أما أن تجمع له تبرعات من طرف الكتاب و الباحثين أو غيرهم كما قال بعض المعلقين فهذا في رأيي خطأ فادح و هو الذي شجع الكثير من المغاربة لعرض مشاكلهم و في بعض الأحيان حثى أبناءهم المعاقين من أجل الحصول على السكن . و من يعرف شخصية هذا الكاتب الحقيقية فهو يعلم أنه هو أيضا لن يقبل بهذه الفكرة.,4,art-et-culture
b2cfa3ca055111ebafaf646e69d991ea,الموقعون على العريضة يجب أن يوجهوا عريضتهم للقضاء لنصف الكاتب النهيري، وليس الى الوزير الأول أو الوالي او حتى الحموشي. فالقضاء هوالوحيد الذي يمكن ان يكون قادرا لوضع حد لمعانات هذا الكاتب المهمش,5,art-et-culture
b2cfa3ca055111ebafaf646e69d991ea,"يجب كذلك أن ألا ننكر ولا ننفي الحق ، هل يوجد واحد من الموقعين أو فينا كلنا من يحب أن يرى شقته مكترية بثمن بخس ورخيص ؟ وربما يكون الماك لهاته الشقة محتاج إليها أو ليستعين بثمن كرائها أو بيعها . 
فإذا أردتم حقا مساعدة هذا الرجل المسن فباذروا وضعوا إعلانات لجمع التبرعات ، فهناك أناس محسنون قادرون على شراء بيت أوشقة له دون أن يعلنوا بأسمائهم للملأ ،والله لا تضيع أجر المحسنين.",5,art-et-culture
b2cfa3ca055111ebafaf646e69d991ea,"السلام عليكم ورحمة الله وبركاته 
لقد كان لي شرف لقاء الكاتب المحترم مصطفى النهيري بسوق القريعة ،و تجاذبنا أطراف الحديث حول هذا الموضوع بالذات ولقد لمست معاناة الرجل المريرة مع صاحب العقار. ولقد أسر لي أنه طرق جميع الأبواب دون جدوى، نلتمس من له القدرة على حل مشكل الأستاذ المحترم النهيري أن يتدخل لأن حالته الصحية لم تعد تساعده على الصمود في وجه الإعتداءات الإستفزازية وشكرا.",5,art-et-culture
b2cfa3ca055111ebafaf646e69d991ea,من حق مالك العقار المطالبة بمراجعة السومة الكرائية طبقاً للقانون ؛ فقد يكون هذا البيت مصدر رزقه و لا يجوز أن نحرمه إيَّاه بدواعي الإشفاق لأوضاع كاتب مُسن . هذا ، و لا أعتقد أنه مارس تعسُّفاً تجاه الكاتب خلافا لما يوحي به المقال الذي كان على صاحبه أن يُقدِّم موقف الطرف الآخر حتى نُكوِّن فكرة واضحة عن الموضوع .,1,art-et-culture
b2cfa3ca055111ebafaf646e69d991ea,"عوض التشهير بالزميل الكاتب و الاعلامي و الضغط على ذوي الحقوق عبر مؤسسات الدولة. و من اجل حفظ كرامة الكاتب و الترفع عن مبدأ التسول و عوض كتابة العريضة والإمضاء عليها كان من الأجدى فتح حساب بنكي و تحويل مساهمات مالية شهرية و كراء فيلا صغيرة للكاتب و اداء اقساطها بالتحويل البنكي المباشر و تمكينه من العيش الكريم خصوصا وانه كبير السن.
اظن ان هذا كان اسهل للموقعين على العريضة، وهم اسماء وازنة و مساهماتهم المادية لن تؤثر في شيئ من حياتهم اليومية وتفادي تحريك كل المؤسسات من أجل مواطن واحد كما يراه الدستور علما اننا نكن له كامل الإحترام و التقدير.
على المثقفين ان يكونوا قدوة حسنة للتفكير الجمعي و الابتعاد عن التفكير القبَلي والحميَّة. هناك آلاف من المواطنين يعانون وحيدين قد يكون ما قدموه للوطن اكثر قيمة مما قدمه الكتاب والإعلاميين والمفكرين لكنهم لا يملكون عُصبة تضغط على المؤسسات من أجلهم؛ فليكن المفكرون عصبتهم و ليحفظوا كرامة الكاتب في صمت.
و شكرا على تفهمكم.",0,art-et-culture
b2cfa3ca055111ebafaf646e69d991ea,"اقتراح اقتناء شقة باسم الكاتب لا اراها في محلها
فكما جاء في المقال فليس ابناء اي ورثة
وبالتالي فان الشقة ستؤول بعد وفاته لورثة (اخوان او ابناء عمومة..) لا يستحقون ما داموا تخلوا عنه
وبالتالي فالحل الانسب هو اقتناء شقة تبقى باسم مؤسسة ما مثل اتحاد كتاب المغرب او اي مؤسسة تقافية دات مصداقية ووضعها تحت تصرف الكاتب ما تبقى من عمره وبعد دلك وضعها تحت تصرف كاتب أخر يعاني نفس الوضعية",3,art-et-culture
b2cfa3ca055111ebafaf646e69d991ea,الحل هو عوض التوقيع على عريضة وقعو على شيكات. هدا هو التضامن.,4,art-et-culture
b2cfa3ca055111ebafaf646e69d991ea,"النهيري كاتب عملاق قل نظيره في الثقافة المغربية المعاصرة، فهو نموذج الكاتب العصامي واسع الاطلاع على الفنون والاداب العالمية، لا يدانيه مدان في الساحة المغربية متانة لغة ولا تفرد أسلوب.
فرحمة بمثقفينا جميعا، وخصوصا كبار السن منهم.",0,art-et-culture
b3d516c0055111eb974c646e69d991ea,est ce que beniznassen dépasse la frontière avec l Algérie pour exister chez notre voisin algerien?? parceque a jebel ousfour en Algérie ( sud oujda) on parle le même berber.,2,art-et-culture
b3d516c0055111eb974c646e69d991ea,فقط أريد أن أشير إلى القارئ أن مركز هذه القبائل توجد بجبال بركان في المنطقة الشرقية.,11,art-et-culture
b5627640055111ebbcb4646e69d991ea,ان شخصيا عزيزة عليا هاد السيدة،محترمة بزاف ومن احسن الفنانات المغربيات.الله يحفظها.,81,art-et-culture
b5627640055111ebbcb4646e69d991ea,"من المعجبين بالمسرح . وما اصابنا إلا ما كتب الله لنا 
اللهم لا تظرنا فيها و ٱحفظها من كل مكروه لأهلها قبل الكل ولأسرة الفن و لكل المعجبين بايقونة المسرح المغربي",60,art-et-culture
b5627640055111ebbcb4646e69d991ea,فنانة مقتدرة ومحترمة . الله اشافيك ان شاء الله.,65,art-et-culture
b5627640055111ebbcb4646e69d991ea,اتمنى الشفاء العاجل للفنانة المحترمة السيدة فضيلة بن موسى.,51,art-et-culture
b5627640055111ebbcb4646e69d991ea,سلام ،الفنانة الشعب المقتدرة بشفاء والعافية يارب يخليك لجمهورك الوفي...,41,art-et-culture
b5627640055111ebbcb4646e69d991ea,الحمد لله على سلامتك أيتها الفنانة القديرة المحبوبة .والشفاء العاجل ان شاء الله .,42,art-et-culture
b5627640055111ebbcb4646e69d991ea,"في.حفظ.الله. ..مع.اصدق.الدعوات.بالشفاء.لوردة
.المسرح.المغربي.الفنانة.الاصيلة.سيدتي.فضيلة.",37,art-et-culture
b5627640055111ebbcb4646e69d991ea,بالشفاء إنشاء الله،ونتمنى أن نراكم في عرض من مسرحيتكم في مدينة بوردو الفرنسية إنشاء الله,24,art-et-culture
b5627640055111ebbcb4646e69d991ea,فنانة محترمة تتقن الادوار الله يشافيها,31,art-et-culture
b5627640055111ebbcb4646e69d991ea,فنانة وتتقن باحتراف جميع الأدوار عزيزة عليا حيث شعبية وكريمة وخلوقة ما فيهاش زواق الله احفظك واشافيك في أقرب وقت,28,art-et-culture
b5627640055111ebbcb4646e69d991ea,فضيلة بن موسى فنانة تتقن جميع أدوارها على الشاشة عندما نشاهدها نشعر وكأنها فرد من العائلة. نتمنى لها الشفاء العاجل ونقول لها على سلامتها.الحقيقة كل الفنانين الماركسيين دون استثناء عند وجودهم في اي عمل يضفون عليه نوع من الفرجة ولمسة مراكشية تشد اليها المشاهد وهذا على ما اظن هذا التميز لهم جاء من خلال فن الحلقة بجامع الفنون بمراكش فتحية لكل المراكشيين,4,art-et-culture
b5627640055111ebbcb4646e69d991ea,عين وصابتك يا حليلك. آلله يشافيك ويعافيك ويبعد عنك كل شر.,2,art-et-culture
b5627640055111ebbcb4646e69d991ea,اتمنى لفنانتنا الكبيرة الشفاء العاجل. احبك في الله للا فضيلة,4,art-et-culture
b5627640055111ebbcb4646e69d991ea,"Grande artiste, j ai beaucoup d estime et de respect pour elle et pour son travail, que dieu te protege,",5,art-et-culture
b5627640055111ebbcb4646e69d991ea,الحمد لله على لطفه ،معافاة انشاء الله ممثلة مقتدرة ،ولكن هل هدا خبر يستحق النشر,3,art-et-culture
b5627640055111ebbcb4646e69d991ea,في الحقيقة كل واحد كل كيجبدو فعلو هذه السيدة من الفنانات المحترمات كل كيدعى معاها مش بحال شي مشوهات اللي يالله بداو يغنيوا شي شوهو بنا ميعرفوش حتى يتكلمو وشى اخر تفضحو مع حمزة مون بب وشي شخات في السعودية المهم الاخبار راها في روسكم والفنانة نتمنوا لها الشفة ان شالله,6,art-et-culture
b5627640055111ebbcb4646e69d991ea,طهور انشاء الله ، وعودة الى الجمهور الذي يحبها كثيرا ، باعتبارها فنانة وقورة.,4,art-et-culture
b5627640055111ebbcb4646e69d991ea,يارب احفظ فنانتنا المحبوبة من كل مكروه!! حقا إنها فنانة من الرواد الأول محبوبة الجماهير!!!! قل ما أصابنا إلا ما كتب الله لنا!!!,2,art-et-culture
b6e3d9ae055111eba407646e69d991ea,Je souhaite qu'elle se rétablisse et qu'il ne soit pas atteinte d'une maladie grave.,21,art-et-culture
b6e3d9ae055111eba407646e69d991ea,اللهم إحفضها من فيروس كرونا يجب فحصها بدقة,6,art-et-culture
b6e3d9ae055111eba407646e69d991ea,بالشفاء. العاجل انشاء الله. الله يجعلها من تخفيف. الذنوب ممثلة. محبوبة. الجماهير وانا احبها لله. في جميع ادوارها السينمائية. والمسرحية اللهم شافيها وعافيها شفاء. لايغادر. سقما,34,art-et-culture
b6e3d9ae055111eba407646e69d991ea,متمنياتنا للفنانة القديرة بالشفاء العاجل، وعودتها بصحة جيدة إلى أهلها ووطنها.,35,art-et-culture
b6e3d9ae055111eba407646e69d991ea,لو تعرضت لهده الوعكة الصحية اثناء العرض في المغرب لكانت في خبر كان.,10,art-et-culture
b6e3d9ae055111eba407646e69d991ea,"تحمد الله و تشكرو وقعات ليها الإصابة في بلجيكا.
كون وقعات ليها في المغريب، كون شافت الويل في المستشفى العمومي ديالنا، أو يتفلاو عليها في الكلينيك ديال مالين الشكارة.
أتمنى للفنانة القديرة و المحبوبة الشفاء العاجل.",13,art-et-culture
b6e3d9ae055111eba407646e69d991ea,الله يشفيها ويشفي لي امي المريضة وجميع مرضى المسلمين,43,art-et-culture
b6e3d9ae055111eba407646e69d991ea,ام شاء الله سلمات لفنانتنا القديرة ،,14,art-et-culture
b6e3d9ae055111eba407646e69d991ea,ياشافي اشفي جميع مرضى المسلمين,40,art-et-culture
b6e3d9ae055111eba407646e69d991ea,نسأل الله عز وجل الشفاء العاجل للفنانة المقتدرة والعزيزة علينا . وبالتوفيق لكل الفرق المشاركة في الإشعاع والترويج للمغرب بصورة حسنة .,12,art-et-culture
b6e3d9ae055111eba407646e69d991ea,ندعو الله لك بالشفاء العاجل ان شاء الله.,11,art-et-culture
b6e3d9ae055111eba407646e69d991ea,أتمنى من قلبي شفائها أن شاء الله من القلائل في الميدان الفني التي احتفظت باحترام أخلاقيات المهنة و الجمهور بالشفاء,3,art-et-culture
b83036dc055111eb8646646e69d991ea,"قريت الكتاب ديالك ماجبتي تا حاجة جديدة، كتاب غبي ما فعله مؤلفه أنه جمع شبهات النصارى والشيعة عن البخاري وجمع عفن افكار فرق الإنحراف ثم عملها في كتابه وبثه على الشعب المغربي كالسم مستغلا قلة إطلاع المغاربة على الشبهات وردها... وأصغر طويلب علم يستطيع الرد عليه ومحو افكاره من الوجود...
كل من يريد الشهره يتهجم على القرآن او على الاحاديث النبوية واحيانا على الذات الالهيه، هؤلاء هدفهم الشهره والاضواء والبوز.",732,art-et-culture
b83036dc055111eb8646646e69d991ea,من حق الدولة أن تصدر التفاهة و التخربيق,520,art-et-culture
b83036dc055111eb8646646e69d991ea,"اعوذ بالله من الشيطان الرجيم.{ كَلَّا سَنَكْتُبُ مَا يَقُول وَنَمُدّ لَهُ مِنْ الْعَذَاب مَدًّا }. صدق الله العظيم. 
إن لم تستحي فقل واكتب وانشر ما شئت!",438,art-et-culture
b83036dc055111eb8646646e69d991ea,"موازين، العري، الفساد الإداري، الرشوة، القمع : مشي مشكل. 
كتاب علمي يناقش صحيح البخاري : حدك تما !! 
دولة تريد من الشعب أن أنام و أن لا يفكر. 

الرسول صلى الله عليه و سلام منع تدوين أحاديثه.. و جيتو من بعد 250 سنة بإختراع جديد، كتاب ينفي القرأن و يبطل ايات بينات .. ثم تتساءلون ما سبب إنتشار الإرهاب. 
للأسف، مازال الطريق طويل.",-414,art-et-culture
